nct,title,status,start_date,why,phase,enrollment,sponsor,sponsor_class,conditions,interventions,fetched_date,precision_medicine_match,in_study_halted_set
NCT02381288,Effects of TAK-448 in Middle-aged and Older Men With Low Testosterone,TERMINATED,2015-09-10,Sponsor decision to terminate the study because the study did not meet the primary endpoint.,PHASE2,17,Takeda,INDUSTRY,Low Testosterone,TAK-448|TAK-448 Placebo,2026-09-07,False,False
NCT03722186,"Safety, Tolerability and Pharmacokinetics/Pharmacodynamics (PK/PD) of SHR-1603 in Subjects With Advanced Malignancies",SUSPENDED,2018-11-13,Business Decision,PHASE1,128,"Jiangsu HengRui Medicine Co., Ltd.",INDUSTRY,Physiological Effects of Drugs|Neoplasms by Histologic Type|Lymphoma|Hematologic Neoplasms|Immunotherapy|Advanced Cancer,SHR-1603,2026-09-07,False,False
NCT04173273,A Study Evaluating the Efficacy and Safety of Oral Etrasimod in the Treatment of Adult Participants With Moderately to Severely Active Crohn's Disease,TERMINATED,2020-01-06,The study was prematurely discontinued due to a lack of efficacy in sub-study 1,PHASE2|PHASE3,379,Pfizer,INDUSTRY,Crohn's Disease,Etrasimod|Etrasimod|Placebo,2026-09-07,False,False
NCT02232620,A Study of BBI503 in Adult Patients With Advanced Gastrointestinal Stromal Tumors,TERMINATED,2017-03-13,Low feasibility,PHASE2,2,"Sumitomo Pharma America, Inc.",INDUSTRY,Gastrointestinal Stromal Tumors,BBI503,2026-09-07,False,False
NCT07007520,A Study to Evaluate the Food Effect on the Pharmacokinetics of DA-5223 in Healthy Adult Subjects,WITHDRAWN,2025-11,Discontinuation of Clinical Trial,PHASE1,0,"Dong-A ST Co., Ltd.",INDUSTRY,Healthy Adult,DA-5223(Fasting)|DA-5223(Fed),2026-09-07,False,False
NCT04284488,Dose-escalation Study of APG-1387 and Toripalimab in Solid Tumors,TERMINATED,2020-04-10,Company Strategy,PHASE1|PHASE2,40,Ascentage Pharma Group Inc.,INDUSTRY,Advanced Solid Tumor,APG-1387 for Injection|Toripalimab,2026-09-07,False,False
NCT02923986,"Clinical Trial of BP1001 (Liposomal Grb2 Antisense Oligonucleotide) in Combination With Dasatinib in Patients With Ph + CML Who Have Failed TKI, Ph+ AML, Ph+ MDS",WITHDRAWN,2017-09-01,No enrollment,PHASE1|PHASE2,0,"Bio-Path Holdings, Inc.",INDUSTRY,"Chronic Myelogenous Leukemia, Ph1-Positive|Acute Myeloid Leukemia|Myelodysplastic Syndrome",BP1001 (varying dose)|BP1001 (fixed dose)|Dasatinib,2026-09-07,True,False
NCT02502188,Phase 1 Study of CC-90005 in Healthy Subjects and Subjects With Moderate to Severe Plaque-type Psoriasis,TERMINATED,2015-07-17,,PHASE1,24,Celgene,INDUSTRY,Parapsoriasis|Healthy Volunteers,CC-90005|Placebo,2026-09-07,False,False
NCT05049161,A Long-term Extension of Study GNC-401,TERMINATED,2021-08-27,Drug product unavailability,PHASE2,33,GeNeuro Innovation SAS,INDUSTRY,Multiple Sclerosis,Temelimab 18 mg/kg|Temelimab 36mg/kg|Temelimab 54 mg/kg,2026-09-07,False,False
NCT05196373,"Safety, Tolerability, Pharmacokinetics, Immunogenicity and Efficacy of STP705 in Adult Patients With Hypertrophic Scars",WITHDRAWN,2021-12-07,Study was cancelled.,PHASE1|PHASE2,0,Sirnaomics,INDUSTRY,Hypertrophic Scar,STP705,2026-09-07,False,False
NCT03573505,An Efficacy and Safety Study of BG00011 in Participants With Idiopathic Pulmonary Fibrosis,TERMINATED,2018-09-24,Study was stopped because of safety concerns.,PHASE2,109,Biogen,INDUSTRY,Idiopathic Pulmonary Fibrosis,BG00011|Placebo,2026-09-07,False,False
NCT05934097,FT596 in Combination With R-CHOP in Subjects With B-Cell Lymphoma,WITHDRAWN,2022-12,This study was withdrawn (Sponsor decision).,PHASE1,0,Fate Therapeutics,INDUSTRY,Diffuse Large B Cell Lymphoma|Transformed Indolent Non-Hodgkin's Lymphoma|Follicular Lymphoma|Mantle Cell Lymphoma|Marginal Zone Lymphoma,FT596|Cyclophosphamide|Doxorubicin|Vincristine|Prednisone|Rituximab|Bendamustine,2026-09-07,False,False
NCT02365662,A Study Evaluating Safety and Pharmacokinetics of ABBV-221 in Subjects With Advanced Solid Tumor Types Likely to Exhibit Elevated Levels of Epidermal Growth Factor Receptor,TERMINATED,2015-01-09,Safety,PHASE1,46,AbbVie,INDUSTRY,Head and Neck Squamous Cell Carcinoma|Non-small Cell Lung Cancer|Triple Negative Breast Cancer|Colorectal Carcinoma|Glioblastoma Multiforme,ABBV-221,2026-09-07,False,False
NCT04277546,Open-label Extension Study of Brazikumab in Ulcerative Colitis,TERMINATED,2020-03-03,Strategic decision to discontinue the development of brazikumab in inflammatory bowel disease.,PHASE2,57,AstraZeneca,INDUSTRY,Ulcerative Colitis,Brazikumab Maintenance Dose|Brazikumab Induction Dose,2026-09-07,False,False
NCT05222269,[68Ga]Ga-PentixaFor PET Imaging in CNS Lymphoma Patients,TERMINATED,2022-10-05,"The study was early terminated due to low patient recruitment in already activated sites and difficult approval process in some of the anticipated countries. Thus, recruitment of the planned patient numbers in a reasonable time cannot be expected.",PHASE2,1,Pentixapharm AG,INDUSTRY,CNS Lymphoma,68Ga-PTF,2026-09-07,False,False
NCT04415073,A Phase 2 Study to Evaluate Axatilimab for Hospitalized Participants With Respiratory Involvement Secondary to COVID-19,TERMINATED,2020-05-30,"Given enrollment challenges, partly attributable to the constantly changing COVID-19 treatment landscape, the trial has been closed.",PHASE2,1,Syndax Pharmaceuticals,INDUSTRY,Coronavirus|COVID|ARDS|Cytokine Storm|Cytokine Release Syndrome,SNDX-6352|Placebo,2026-09-07,False,False
NCT06610279,A Study of TAK-951 in Healthy Adults,TERMINATED,2022-01-07,The study was terminated based on the Sponsor's decision attributed to the benefit-risk profile derived from the Part 1 data of this study.,PHASE1,48,Takeda,INDUSTRY,Healthy Volunteers,TAK-951|Placebo,2026-09-07,False,False
NCT06297642,TQB2928 Injection Combined With Penpulimab in Treatment of Advanced Malignant Tumors.,TERMINATED,2024-05-24,"Based on the current status of the same target research and the company's overall layout in the field of tumors, the early termination was determined after full communication with the principal investigator of the group leader unit.",PHASE1,3,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",INDUSTRY,Advanced Malignant Neoplasm,TQB2928 injection|Penpulimab,2026-09-07,False,False
NCT04634669,Open-Label Safety Study of AXS-05 in Subjects With TRD (EVOLVE),TERMINATED,2020-09-23,This study was terminated once overall program objectives were met.,PHASE2,181,"Axsome Therapeutics, Inc.",INDUSTRY,Treatment Resistant Depression|Major Depressive Disorder,AXS-05 (dextromethorphan-bupropion),2026-09-07,False,False
NCT02907320,"EXPLORATORY ASSESSMENT OF THE EFFECTS OF CYCLO 3 ® FORT (Ruscus Extract, Hesperidin Methyl Chalcone, Ascorbic Acid) OR MICRONISED PURIFIED FLAVONOID FRACTION ON VASCULAR PARAMETERS AND BIOMARKERS IN WOMEN SUFFERING FROM CHRONIC VENOUS DISEASE (CEAP C2 OR C3), OVER 8 WEEKS",WITHDRAWN,2016-12,,PHASE2,0,Pierre Fabre Medicament,INDUSTRY,Venous Disease Classification (CEAP): C2 or C3,CYCLO 3 ® FORT|MPFF|placebo CYCLO 3 ® FORT|placebo MPFF,2026-09-07,False,False
NCT02657369,A Phase 2 Trial of Lenvatinib for the Treatment of Anaplastic Thyroid Cancer (ATC),TERMINATED,2016-07-07,Overall response rate was 3% (only 1 out of 33 participants had confirmed PR).,PHASE2,34,Eisai Inc.,INDUSTRY,"Thyroid Carcinoma, Anaplastic",Lenvatinib 24 mg,2026-09-07,False,False
NCT03162120,Comparison of Effectiveness of Ranolazine Plus Metoprolol Combination vs. FlecainidE pluS Metoprolol Combination in ATrial Fibrillation Recurrences FOllowing PhaRmacological or Electrical CardioverSion of AtRial Fibrillation,WITHDRAWN,2018-09-01,"new study type, it will be re-organiZed as an Investigator Initiated Study (IIS)",PHASE2|PHASE3,0,Elpen Pharmaceutical Co. Inc.,INDUSTRY,Atrial Fibrillation|Recurrence,Ranolazine plus Metoprolol Combination|FlecainidE pluS Metoprolol Combination,2026-09-07,False,False
NCT04870112,A Study to Evaluate Subcutaneous Durvalumab in Patients With Non-Small Cell Lung Cancer and Small Cell Lung Cancer,TERMINATED,2021-06-28,"AstraZeneca has decided to stop further enrollment and the study was terminated when all patients in Part 1 completed their last study visit. No safety issues or clinical concerns however, have been identified for this study. Part 2 was not initiated",PHASE1,18,AstraZeneca,INDUSTRY,Non-Small Cell Lung Cancer|Small Cell Lung Cancer,Durvalumab|Cisplatin|Carboplatin|Etoposide,2026-09-07,False,False
NCT05835011,A Study of Oral Decitabine/Cedazuridine in Combination With Magrolimab in Participants With Intermediate- to Very High-Risk Myelodysplastic Syndromes (MDS),TERMINATED,2023-06-27,Termination due to discontinuation of magrolimab development in MDS.,PHASE2,2,"Astex Pharmaceuticals, Inc.",INDUSTRY,Myelodysplastic Syndromes,Decitabine/Cedazuridine|Magrolimab,2026-09-07,False,False
NCT04750239,Safety and Clinical Activity of Nivatrotamab in Relapsed/Recurrent Metastatic Small-cell Lung Cancer,TERMINATED,2021-08-17,Study terminated due to business priorities,PHASE1|PHASE2,3,Y-mAbs Therapeutics,INDUSTRY,SCLC,Nivatrotamab,2026-09-07,False,False
NCT03245619,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics Investigation of GSK3335065 Intravenous (IV) Infusion in Healthy Adults",TERMINATED,2017-08-22,The study was terminated as relationship between GSK3335065 and ventricular tachycardia could not be excluded.,PHASE1,18,GlaxoSmithKline,INDUSTRY,"Pancreatitis, Acute Necrotizing",GSK3335065|Placebo,2026-09-07,False,False
NCT03139500,"A Study to Investigate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of JNJ-61803534 and to Evaluate the Effect of JNJ-61803534 on the Pharmacokinetics of Midazolam in Healthy Participants",TERMINATED,2017-05-17,Terminated due to nonclinical findings,PHASE1,47,"Janssen Research & Development, LLC",INDUSTRY,Healthy,JNJ-61803534|Placebo|Midazolam,2026-09-07,False,False
NCT03220867,Bioequivalence Study of Xian Risperdal Tablets Compared With Gurabo Risperdal Tablets Under Fasting and Fed Conditions in Chinese Healthy Participants,WITHDRAWN,2017-12-11,"CFDA announced Xi'An Risperdal as reference drug, no need for this BE trial from both scientific and ethical perspective.",PHASE1,0,Xian-Janssen Pharmaceutical Ltd.,INDUSTRY,Healthy,Risperidone: Xian Risperdal (test)|Risperidone: Gurabo Risperdal (reference),2026-09-07,False,False
NCT05629364,"A Multi-Centre, Randomised, Controlled, Masked Phase 2 Study of the Safety and Efficacy of KIO-101 Ophthalmic Solution, Versus Vehicle Control in the Treatment of Dry Eye Disease in Patients With Autoimmune Disease",TERMINATED,2023-03-15,Study halted prematurely but potentially will resume,PHASE2,4,"Kiora Pharmaceuticals, Inc.",INDUSTRY,Dry Eye Disease,KIO-101,2026-09-07,False,False
NCT02424734,"Safety, Tolerability and Efficacy of Ceftaroline in Paediatrics With Late-Onset Sepsis",TERMINATED,2015-08-04,Study was terminated on 22Dec2017 due to slow enrollment; there were no safety or efficacy concerns.,PHASE2,11,Pfizer,INDUSTRY,Late-onset Sepsis,Ceftaroline Fosamil|Ampicillin|Aminoglycoside,2026-09-07,False,False
NCT02939599,Long-term Extension Study of the Safety and Pharmacokinetics of QCC374 in PAH Patients,TERMINATED,2018-02-01,Study was terminated early for strategic reasons. Only Part I of the study was completed.,PHASE2,5,Novartis Pharmaceuticals,INDUSTRY,Pulmonary Arterial Hypertension,QCC374,2026-09-07,False,False
NCT05571267,Safety Study of Zimura in Combination With Anti-VEGF Therapy in Patients With Neovascular AMD,TERMINATED,2016-10-20,"Following Sponsor reassessment, OPH2004 enrollment was stopped to initiate a new Zimura wet AMD trial, OPH2007, for treatment-naïve patients. Thus, only one patient was enrolled into and completed Study OPH2004.",PHASE2,1,"IVERIC bio, Inc.",INDUSTRY,Neovascular Age-Related Macular Degeneration,Avacincaptad Pegol|Avastin|Lucentis|Eylea,2026-09-07,False,False
NCT05099536,3D011-08 Monotherapy in Subjects With Advanced Solid Tumors,WITHDRAWN,2022-02-24,Company's decision,PHASE1,0,"3D Medicines (Beijing) Co., Ltd.",INDUSTRY,"Solid Tumor, Adult",3D011-08,2026-09-07,False,False
NCT05650567,Study of M5049 in DM and PM Participants (NEPTUNIA),TERMINATED,2023-01-19,Based on interim analyses for futility,PHASE2,40,"EMD Serono Research & Development Institute, Inc.",INDUSTRY,Dermatomyositis|Polymyositis,M5049 high dose|Placebo,2026-09-07,False,False
NCT02204371,Evaluation of Pazopanib on Bleeding in Subjects With Hereditary Haemorrhagic Telangiectasia,TERMINATED,2015-02-25,The study was terminated as the asset was sold to another company who decided not to pursue this indication with this drug.,PHASE2,7,GlaxoSmithKline,INDUSTRY,"Telangiectasia, Hereditary Hemorrhagic",Pazopanib|Placebo,2026-09-07,False,False
NCT06833281,Extension Study of Participants From SPG302-ALZ-101,TERMINATED,2025-03-25,patients treated on compassionate use program,PHASE2,12,Spinogenix,INDUSTRY,Alzheimer's Disease,SPG302,2026-09-07,False,False
NCT03803163,"A Safety, Tolerability and Pharmacokinetics Study of TransCon Treprostinil in Healthy Adult Male Volunteers",TERMINATED,2015-01,Discontinued early due to local tolerance expectations not being met.,PHASE1,20,Ascendis Pharma A/S,INDUSTRY,Healthy Volunteers,TransCon Treprostinil,2026-09-07,False,False
NCT02489214,Donafenib Monotherapy for Previously Treated Metastatic Gastric Cancer,TERMINATED,2016-05-16,Corporate policy adjustments,PHASE1|PHASE2,13,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",INDUSTRY,Gastric Cancer,donafenib tosilate tablets,2026-09-07,False,False
NCT04845321,VNRX-9945 Safety and Pharmacokinetics in Healthy Adult Volunteers,TERMINATED,2021-06-23,"Part 2 terminated, unrelated to safety.",PHASE1,32,"Venatorx Pharmaceuticals, Inc.",INDUSTRY,Healthy Volunteers,VNRX-9945|Placebo for VNRX-9945,2026-09-07,False,False
NCT07259564,A Study of GS3-007a for Oral Suspension in the Diagnosis of Adult Growth Hormone Deficiency (AGHD),TERMINATED,2025-12-19,Adjustment of sponsor's product development strategy.,PHASE2,120,"Changchun GeneScience Pharmaceutical Co., Ltd.",INDUSTRY,Adult Growth Hormone Deficiency (AGHD),GS3-007a dry suspension|Insulin,2026-09-07,False,False
NCT04260009,"Pharmacokinetics, Safety, and Efficacy of Brigatinib Monotherapy in Pediatric and Young Adult Participants With ALK+ Anaplastic Large Cell Lymphoma, Inflammatory Myofibroblastic Tumors or Other Solid Tumors",WITHDRAWN,2020-09-01,Business reason unrelated to product safety,PHASE1|PHASE2,0,Takeda,INDUSTRY,Anaplastic Lymphoma Kinase Positive (ALK +) Anaplastic Large Cell Lymphoma|Inflammatory Myofibroblastic Tumors|Solid Tumors,Brigatinib|Brigatinib AAF,2026-09-07,False,False
NCT05047536,KZR-261 in Subjects With Advanced Solid Malignancies,TERMINATED,2021-09-30,Sponsor decision.,PHASE1,61,"Kezar Life Sciences, Inc.",INDUSTRY,Advanced/Metastatic Solid Tumor,KZR-261,2026-09-07,False,False
NCT03592264,A Phase I/II Study of OBI-3424 in Subjects with Advanced Solid Tumors,TERMINATED,2018-07-02,Little evidence of clinical activity in tumor types enrolled,PHASE1|PHASE2,68,"OBI Pharma, Inc",INDUSTRY,Solid Tumor|Pancreatic Adenocarcinoma,OBI-3424,2026-09-07,False,False
NCT03880487,"A Single and Multiple Ascending Dose Study in Healthy Subjects to Assess the Safety, Tolerability, Pharmacokinetics (PK) and Pharmacodynamics (PD) of KP-1199",TERMINATED,2019-03-12,The Study was terminated early by sponsor,PHASE1,26,"Kalyra Pharmaceuticals, Inc.",INDUSTRY,Analgesia,KP-1199|Placebo oral capsule|Oxycodone oral capsule,2026-09-07,False,False
NCT03769181,A Study of Isatuximab-based Therapy in Participants With Lymphoma,TERMINATED,2018-12-11,Study was stopped after interim analysis for all 4 cohorts with results either not fulfilling the pre-planned interim analysis criteria or fulfilling the criteria but as per sponsor decision. It was not due to any safety concern,PHASE1|PHASE2,58,Sanofi,INDUSTRY,Lymphoma,isatuximab SAR650984|cemiplimab REGN2810,2026-09-07,False,False
NCT02598999,Dose Escalation Study of ALX-009 in Healthy Men and Cystic Fibrosis (CF) and Non-CF Bronchiectasis Patients,TERMINATED,2015-11,Financial issues,PHASE1,92,Alaxia SAS,INDUSTRY,Cystic Fibrosis|Bronchiectasis,ALX-009|OSCN-|bLF|Placebo,2026-09-07,False,False
NCT05238844,A Study of Safety and Efficacy of ATI-2173 and Vebicorvir in Combination With Tenofovir Disoproxil Fumarate in Subjects With Chronic Hepatitis B Virus Infection,TERMINATED,2022-04-11,Sponsor stopped due to partner collaboration ending,PHASE2,2,"Antios Therapeutics, Inc",INDUSTRY,Chronic Hepatitis b,ATI-2173 25mg|Vebicorvir 300mg|Viread 300Mg Tablet,2026-09-07,False,False
NCT06558799,LUNAR-4: Effect of Tumor Treating Fields (TTFields) (150 kHz) Concurrent With Pembrolizumab for Treatment of Metastatic Non-small Cell Lung Cancer (NSCLC),TERMINATED,2024-10-14,EF-50/LUNAR-4 was terminated because available real-world data are expected to enable Novocure to achieve the study objectives without an interventional clinical study. Termination was not due to safety concerns.,PHASE2,31,NovoCure GmbH,INDUSTRY,Non-Small Cell Lung Cancer (NSCLC),NovoTTF-200T|Pembrolizumab,2026-09-07,False,False
NCT04403763,Phase 1/2 Study of AGN-241622 in Healthy Participants and Participants With Presbyopia,TERMINATED,2020-07-27,Strategic considerations,PHASE1|PHASE2,80,AbbVie,INDUSTRY,Presbyopia,AGN-241622|Vehicle,2026-09-07,False,False
NCT04281420,A Study of Evaluating Dual Inhibitor of PAK4 and NAMPT ATG-019 in Advanced Solid Tumors or Non-Hodgkin's Lymphoma,TERMINATED,2020-04-13,Because the sponsor modified the study-product development strategy.,PHASE1,20,Antengene Therapeutics Limited,INDUSTRY,"Solid Tumor, Non-Hodgkin's Lymphoma",ATG-019|ATG-019 + Niacin ER,2026-09-07,False,False
NCT06331559,Study of SIM0501 Alone and in Combination in Patients With Advanced Solid Tumors,TERMINATED,2024-03-19,Company development strategy change,PHASE1,13,"Jiangsu Simcere Pharmaceutical Co., Ltd.",INDUSTRY,Advanced Solid Tumors,SIM0501 Tablets|SIM0501 Tablets|SIM0501 in combination with olaparib|SIM0501 in combination with olaparib,2026-09-07,False,False
